x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.0,0.24606426218948416,0.0,0.47939106216275973,-0.00623584489897909,0.0,-1.1021512682330634e-8,4.799828063406776e-8,0.016647729820083165,0.23331704893756589,0.0007152973363738644,0.1162149310340905,2.3333940025828847e-8
0.0,0.1702685375028034,0.0,0.399808398266066,-0.0044903409854117485,0.0,-1.1684478846831725e-8,-2.548329032171682e-7,0.01853733365547246,0.448280318912371,0.0003742939995403048,0.07651838895359571,1.6948565354574178e-8
