x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.0,0.3364444065394212,0.0,0.20338082558685497,0.015491079460055363,0.0,1.0987416754295561e-8,-4.789199793472938e-8,-0.009869589555928784,0.1706948208743699,-0.0006509787611825062,0.19868231043482734,-2.347078985377688e-8
0.0,0.2526169912590049,0.0,0.13784980753293327,0.0066136194877374445,0.0,1.1696582393235236e-8,2.551407716095492e-7,-0.011134393385042596,0.3538754306496453,-0.0003580911027877819,0.15141462179434842,-1.7299799716782674e-8
